table,cell,seed,method,sample,acc,nce
ER-Reg,sparse@0.1,0,faq_dcx,16,0.944,841.0
ER-Reg,sparse@0.1,0,faq_dcx,17,0.978,860.0
ER-Reg,sparse@0.1,0,faq_dcx,18,0.952,846.0
ER-Reg,sparse@0.1,0,faq_dcx,19,0.964,889.0
ER-Reg,sparse@0.1,0,faq_dcx,20,0.976,907.0
ER-Reg,sparse@0.1,0,faq_dcx,21,0.968,900.0
ER-Reg,sparse@0.1,0,faq_dcx,22,0.956,904.0
ER-Reg,sparse@0.1,0,faq_dcx,23,0.968,943.0
ER-Reg,sparse@0.1,0,faq_dcx,24,0.976,928.0
ER-Reg,sparse@0.1,0,faq_dcx,25,0.968,885.0
ER-Reg,sparse@0.1,0,faq_dcx,26,0.978,934.0
ER-Reg,sparse@0.1,0,faq_dcx,27,0.964,842.0
ER-Reg,sparse@0.1,0,faq_dcx,28,0.982,912.0
ER-Reg,sparse@0.1,0,faq_dcx,29,0.964,846.0
ER-Reg,sparse@0.1,0,fgnn_proj,0,0.568,469.0
ER-Reg,sparse@0.1,0,fgnn_proj,1,0.556,460.0
ER-Reg,sparse@0.1,0,fgnn_proj,2,0.32,233.0
ER-Reg,sparse@0.1,0,fgnn_proj,3,0.32,239.0
ER-Reg,sparse@0.1,0,fgnn_proj,4,0.458,347.0
ER-Reg,sparse@0.1,0,fgnn_proj,5,0.362,264.0
ER-Reg,sparse@0.1,0,fgnn_proj,6,0.366,255.0
ER-Reg,sparse@0.1,0,fgnn_proj,7,0.298,216.0
ER-Reg,sparse@0.1,0,fgnn_proj,8,0.416,332.0
ER-Reg,sparse@0.1,0,fgnn_proj,9,0.446,341.0
ER-Reg,sparse@0.1,0,fgnn_proj,10,0.446,331.0
ER-Reg,sparse@0.1,0,fgnn_proj,11,0.414,320.0
ER-Reg,sparse@0.1,0,fgnn_proj,12,0.39,291.0
ER-Reg,sparse@0.1,0,fgnn_proj,13,0.538,415.0
ER-Reg,sparse@0.1,0,fgnn_proj,14,0.502,427.0
ER-Reg,sparse@0.1,0,fgnn_proj,15,0.37,283.0
ER-Reg,sparse@0.1,0,fgnn_proj,16,0.406,287.0
ER-Reg,sparse@0.1,0,fgnn_proj,17,0.522,418.0
ER-Reg,sparse@0.1,0,fgnn_proj,18,0.366,275.0
ER-Reg,sparse@0.1,0,fgnn_proj,19,0.418,331.0
ER-Reg,sparse@0.1,0,fgnn_proj,20,0.436,342.0
ER-Reg,sparse@0.1,0,fgnn_proj,21,0.476,373.0
ER-Reg,sparse@0.1,0,fgnn_proj,22,0.54,440.0
ER-Reg,sparse@0.1,0,fgnn_proj,23,0.462,358.0
ER-Reg,sparse@0.1,0,fgnn_proj,24,0.414,345.0
ER-Reg,sparse@0.1,0,fgnn_proj,25,0.506,395.0
ER-Reg,sparse@0.1,0,fgnn_proj,26,0.422,333.0
ER-Reg,sparse@0.1,0,fgnn_proj,27,0.326,223.0
ER-Reg,sparse@0.1,0,fgnn_proj,28,0.416,305.0
ER-Reg,sparse@0.1,0,fgnn_proj,29,0.364,255.0
ER-Reg,sparse@0.1,0,fgnn_faq,0,0.976,935.0
ER-Reg,sparse@0.1,0,fgnn_faq,1,0.966,920.0
ER-Reg,sparse@0.1,0,fgnn_faq,2,0.968,869.0
ER-Reg,sparse@0.1,0,fgnn_faq,3,0.972,900.0
ER-Reg,sparse@0.1,0,fgnn_faq,4,0.964,901.0
ER-Reg,sparse@0.1,0,fgnn_faq,5,0.97,889.0
ER-Reg,sparse@0.1,0,fgnn_faq,6,0.95,864.0
ER-Reg,sparse@0.1,0,fgnn_faq,7,0.942,920.0
ER-Reg,sparse@0.1,0,fgnn_faq,8,0.95,881.0
ER-Reg,sparse@0.1,0,fgnn_faq,9,0.962,878.0
ER-Reg,sparse@0.1,0,fgnn_faq,10,0.964,920.0
ER-Reg,sparse@0.1,0,fgnn_faq,11,0.962,864.0
ER-Reg,sparse@0.1,0,fgnn_faq,12,0.952,890.0
ER-Reg,sparse@0.1,0,fgnn_faq,13,0.976,910.0
ER-Reg,sparse@0.1,0,fgnn_faq,14,0.964,937.0
ER-Reg,sparse@0.1,0,fgnn_faq,15,0.954,917.0
ER-Reg,sparse@0.1,0,fgnn_faq,16,0.95,846.0
ER-Reg,sparse@0.1,0,fgnn_faq,17,0.968,860.0
ER-Reg,sparse@0.1,0,fgnn_faq,18,0.934,843.0
ER-Reg,sparse@0.1,0,fgnn_faq,19,0.958,888.0
ER-Reg,sparse@0.1,0,fgnn_faq,20,0.974,908.0
ER-Reg,sparse@0.1,0,fgnn_faq,21,0.97,900.0
ER-Reg,sparse@0.1,0,fgnn_faq,22,0.952,904.0
ER-Reg,sparse@0.1,0,fgnn_faq,23,0.974,943.0
ER-Reg,sparse@0.1,0,fgnn_faq,24,0.954,925.0
ER-Reg,sparse@0.1,0,fgnn_faq,25,0.968,885.0
ER-Reg,sparse@0.1,0,fgnn_faq,26,0.976,934.0
ER-Reg,sparse@0.1,0,fgnn_faq,27,0.964,842.0
ER-Reg,sparse@0.1,0,fgnn_faq,28,0.982,912.0
ER-Reg,sparse@0.1,0,fgnn_faq,29,0.966,846.0
ER-Reg,sparse@0.1,0,chfgnn_proj,0,0.972,934.0
ER-Reg,sparse@0.1,0,chfgnn_proj,1,0.974,921.0
ER-Reg,sparse@0.1,0,chfgnn_proj,2,0.966,867.0
ER-Reg,sparse@0.1,0,chfgnn_proj,3,0.97,897.0
ER-Reg,sparse@0.1,0,chfgnn_proj,4,0.976,901.0
ER-Reg,sparse@0.1,0,chfgnn_proj,5,0.964,885.0
ER-Reg,sparse@0.1,0,chfgnn_proj,6,0.956,863.0
ER-Reg,sparse@0.1,0,chfgnn_proj,7,0.962,922.0
ER-Reg,sparse@0.1,0,chfgnn_proj,8,0.956,881.0
ER-Reg,sparse@0.1,0,chfgnn_proj,9,0.954,877.0
ER-Reg,sparse@0.1,0,chfgnn_proj,10,0.972,922.0
ER-Reg,sparse@0.1,0,chfgnn_proj,11,0.97,865.0
ER-Reg,sparse@0.1,0,chfgnn_proj,12,0.95,890.0
ER-Reg,sparse@0.1,0,chfgnn_proj,13,0.976,910.0
ER-Reg,sparse@0.1,0,chfgnn_proj,14,0.962,937.0
ER-Reg,sparse@0.1,0,chfgnn_proj,15,0.964,918.0
ER-Reg,sparse@0.1,0,chfgnn_proj,16,0.956,844.0
ER-Reg,sparse@0.1,0,chfgnn_proj,17,0.97,860.0
ER-Reg,sparse@0.1,0,chfgnn_proj,18,0.95,846.0
ER-Reg,sparse@0.1,0,chfgnn_proj,19,0.968,889.0
ER-Reg,sparse@0.1,0,chfgnn_proj,20,0.982,908.0
ER-Reg,sparse@0.1,0,chfgnn_proj,21,0.964,899.0
ER-Reg,sparse@0.1,0,chfgnn_proj,22,0.964,905.0
ER-Reg,sparse@0.1,0,chfgnn_proj,23,0.97,943.0
ER-Reg,sparse@0.1,0,chfgnn_proj,24,0.962,927.0
ER-Reg,sparse@0.1,0,chfgnn_proj,25,0.968,885.0
ER-Reg,sparse@0.1,0,chfgnn_proj,26,0.972,933.0
ER-Reg,sparse@0.1,0,chfgnn_proj,27,0.968,841.0
ER-Reg,sparse@0.1,0,chfgnn_proj,28,0.982,912.0
ER-Reg,sparse@0.1,0,chfgnn_proj,29,0.968,846.0
ER-Reg,sparse@0.1,0,chfgnn_faq,0,0.976,935.0
ER-Reg,sparse@0.1,0,chfgnn_faq,1,0.974,922.0
ER-Reg,sparse@0.1,0,chfgnn_faq,2,0.97,867.0
ER-Reg,sparse@0.1,0,chfgnn_faq,3,0.972,900.0
ER-Reg,sparse@0.1,0,chfgnn_faq,4,0.972,901.0
ER-Reg,sparse@0.1,0,chfgnn_faq,5,0.966,888.0
ER-Reg,sparse@0.1,0,chfgnn_faq,6,0.95,864.0
ER-Reg,sparse@0.1,0,chfgnn_faq,7,0.952,923.0
ER-Reg,sparse@0.1,0,chfgnn_faq,8,0.958,883.0
ER-Reg,sparse@0.1,0,chfgnn_faq,9,0.962,878.0
ER-Reg,sparse@0.1,0,chfgnn_faq,10,0.964,922.0
ER-Reg,sparse@0.1,0,chfgnn_faq,11,0.974,866.0
ER-Reg,sparse@0.1,0,chfgnn_faq,12,0.954,891.0
ER-Reg,sparse@0.1,0,chfgnn_faq,13,0.976,910.0
ER-Reg,sparse@0.1,0,chfgnn_faq,14,0.964,937.0
ER-Reg,sparse@0.1,0,chfgnn_faq,15,0.962,918.0
ER-Reg,sparse@0.1,0,chfgnn_faq,16,0.95,846.0
ER-Reg,sparse@0.1,0,chfgnn_faq,17,0.968,860.0
ER-Reg,sparse@0.1,0,chfgnn_faq,18,0.944,846.0
ER-Reg,sparse@0.1,0,chfgnn_faq,19,0.964,889.0
ER-Reg,sparse@0.1,0,chfgnn_faq,20,0.984,909.0
ER-Reg,sparse@0.1,0,chfgnn_faq,21,0.97,900.0
ER-Reg,sparse@0.1,0,chfgnn_faq,22,0.956,905.0
ER-Reg,sparse@0.1,0,chfgnn_faq,23,0.974,943.0
ER-Reg,sparse@0.1,0,chfgnn_faq,24,0.974,928.0
ER-Reg,sparse@0.1,0,chfgnn_faq,25,0.968,885.0
ER-Reg,sparse@0.1,0,chfgnn_faq,26,0.976,934.0
ER-Reg,sparse@0.1,0,chfgnn_faq,27,0.964,842.0
ER-Reg,sparse@0.1,0,chfgnn_faq,28,0.978,912.0
ER-Reg,sparse@0.1,0,chfgnn_faq,29,0.97,846.0
ER-Reg,sparse@0.15,0,proj_dcx,0,0.664,588.0
ER-Reg,sparse@0.15,0,proj_dcx,1,0.76,669.0
ER-Reg,sparse@0.15,0,proj_dcx,2,0.486,368.0
ER-Reg,sparse@0.15,0,proj_dcx,3,0.406,303.0
ER-Reg,sparse@0.15,0,proj_dcx,4,0.592,514.0
ER-Reg,sparse@0.15,0,proj_dcx,5,0.434,334.0
ER-Reg,sparse@0.15,0,proj_dcx,6,0.562,450.0
ER-Reg,sparse@0.15,0,proj_dcx,7,0.524,432.0
ER-Reg,sparse@0.15,0,proj_dcx,8,0.522,433.0
ER-Reg,sparse@0.15,0,proj_dcx,9,0.504,419.0
ER-Reg,sparse@0.15,0,proj_dcx,10,0.614,513.0
ER-Reg,sparse@0.15,0,proj_dcx,11,0.7,627.0
ER-Reg,sparse@0.15,0,proj_dcx,12,0.594,496.0
ER-Reg,sparse@0.15,0,proj_dcx,13,0.786,714.0
ER-Reg,sparse@0.15,0,proj_dcx,14,0.52,430.0
ER-Reg,sparse@0.15,0,proj_dcx,15,0.52,427.0
ER-Reg,sparse@0.15,0,proj_dcx,16,0.512,396.0
ER-Reg,sparse@0.15,0,proj_dcx,17,0.57,452.0
ER-Reg,sparse@0.15,0,proj_dcx,18,0.42,360.0
ER-Reg,sparse@0.15,0,proj_dcx,19,0.622,518.0
ER-Reg,sparse@0.15,0,proj_dcx,20,0.588,504.0
ER-Reg,sparse@0.15,0,proj_dcx,21,0.552,448.0
ER-Reg,sparse@0.15,0,proj_dcx,22,0.698,586.0
ER-Reg,sparse@0.15,0,proj_dcx,23,0.622,553.0
ER-Reg,sparse@0.15,0,proj_dcx,24,0.652,580.0
ER-Reg,sparse@0.15,0,proj_dcx,25,0.626,548.0
ER-Reg,sparse@0.15,0,proj_dcx,26,0.598,512.0
ER-Reg,sparse@0.15,0,proj_dcx,27,0.542,404.0
ER-Reg,sparse@0.15,0,proj_dcx,28,0.516,416.0
ER-Reg,sparse@0.15,0,proj_dcx,29,0.56,452.0
ER-Reg,sparse@0.15,0,faq_dcx,0,0.954,875.0
ER-Reg,sparse@0.15,0,faq_dcx,1,0.972,872.0
ER-Reg,sparse@0.15,0,faq_dcx,2,0.956,829.0
ER-Reg,sparse@0.15,0,faq_dcx,3,0.924,838.0
ER-Reg,sparse@0.15,0,faq_dcx,4,0.946,847.0
ER-Reg,sparse@0.15,0,faq_dcx,5,0.95,839.0
ER-Reg,sparse@0.15,0,faq_dcx,6,0.932,805.0
ER-Reg,sparse@0.15,0,faq_dcx,7,0.908,864.0
ER-Reg,sparse@0.15,0,faq_dcx,8,0.908,815.0
ER-Reg,sparse@0.15,0,faq_dcx,9,0.914,811.0
ER-Reg,sparse@0.15,0,faq_dcx,10,0.946,872.0
ER-Reg,sparse@0.15,0,faq_dcx,11,0.956,826.0
ER-Reg,sparse@0.15,0,faq_dcx,12,0.94,848.0
ER-Reg,sparse@0.15,0,faq_dcx,13,0.926,863.0
ER-Reg,sparse@0.15,0,faq_dcx,14,0.93,868.0
ER-Reg,sparse@0.15,0,faq_dcx,15,0.924,851.0
ER-Reg,sparse@0.15,0,faq_dcx,16,0.946,795.0
ER-Reg,sparse@0.15,0,faq_dcx,17,0.958,801.0
ER-Reg,sparse@0.15,0,faq_dcx,18,0.894,789.0
ER-Reg,sparse@0.15,0,faq_dcx,19,0.932,833.0
ER-Reg,sparse@0.15,0,faq_dcx,20,0.956,863.0
ER-Reg,sparse@0.15,0,faq_dcx,21,0.956,857.0
ER-Reg,sparse@0.15,0,faq_dcx,22,0.94,854.0
ER-Reg,sparse@0.15,0,faq_dcx,23,0.946,887.0
ER-Reg,sparse@0.15,0,faq_dcx,24,0.972,881.0
ER-Reg,sparse@0.15,0,faq_dcx,25,0.94,834.0
ER-Reg,sparse@0.15,0,faq_dcx,26,0.972,886.0
ER-Reg,sparse@0.15,0,faq_dcx,27,0.944,799.0
ER-Reg,sparse@0.15,0,faq_dcx,28,0.956,847.0
ER-Reg,sparse@0.15,0,faq_dcx,29,0.912,783.0
ER-Reg,sparse@0.15,0,fgnn_proj,0,0.348,274.0
ER-Reg,sparse@0.15,0,fgnn_proj,1,0.308,220.0
ER-Reg,sparse@0.15,0,fgnn_proj,2,0.132,125.0
ER-Reg,sparse@0.15,0,fgnn_proj,3,0.164,134.0
ER-Reg,sparse@0.15,0,fgnn_proj,4,0.206,142.0
ER-Reg,sparse@0.15,0,fgnn_proj,5,0.164,104.0
ER-Reg,sparse@0.15,0,fgnn_proj,6,0.22,150.0
ER-Reg,sparse@0.15,0,fgnn_proj,7,0.186,131.0
ER-Reg,sparse@0.15,0,fgnn_proj,8,0.228,176.0
ER-Reg,sparse@0.15,0,fgnn_proj,9,0.176,127.0
ER-Reg,sparse@0.15,0,fgnn_proj,10,0.222,165.0
ER-Reg,sparse@0.15,0,fgnn_proj,11,0.28,210.0
ER-Reg,sparse@0.15,0,fgnn_proj,12,0.216,159.0
ER-Reg,sparse@0.15,0,fgnn_proj,13,0.322,220.0
ER-Reg,sparse@0.15,0,fgnn_proj,14,0.24,173.0
ER-Reg,sparse@0.15,0,fgnn_proj,15,0.178,117.0
ER-Reg,sparse@0.15,0,fgnn_proj,16,0.164,100.0
ER-Reg,sparse@0.15,0,fgnn_proj,17,0.238,175.0
ER-Reg,sparse@0.15,0,fgnn_proj,18,0.146,131.0
ER-Reg,sparse@0.15,0,fgnn_proj,19,0.2,133.0
ER-Reg,sparse@0.15,0,fgnn_proj,20,0.248,180.0
ER-Reg,sparse@0.15,0,fgnn_proj,21,0.222,190.0
ER-Reg,sparse@0.15,0,fgnn_proj,22,0.316,239.0
ER-Reg,sparse@0.15,0,fgnn_proj,23,0.232,167.0
ER-Reg,sparse@0.15,0,fgnn_proj,24,0.238,179.0
ER-Reg,sparse@0.15,0,fgnn_proj,25,0.324,232.0
ER-Reg,sparse@0.15,0,fgnn_proj,26,0.244,188.0
ER-Reg,sparse@0.15,0,fgnn_proj,27,0.2,159.0
ER-Reg,sparse@0.15,0,fgnn_proj,28,0.208,152.0
ER-Reg,sparse@0.15,0,fgnn_proj,29,0.182,135.0
ER-Reg,sparse@0.15,0,fgnn_faq,0,0.958,875.0
ER-Reg,sparse@0.15,0,fgnn_faq,1,0.958,868.0
ER-Reg,sparse@0.15,0,fgnn_faq,2,0.9,790.0
ER-Reg,sparse@0.15,0,fgnn_faq,3,0.924,835.0
ER-Reg,sparse@0.15,0,fgnn_faq,4,0.954,847.0
ER-Reg,sparse@0.15,0,fgnn_faq,5,0.944,839.0
ER-Reg,sparse@0.15,0,fgnn_faq,6,0.894,796.0
ER-Reg,sparse@0.15,0,fgnn_faq,7,0.896,863.0
ER-Reg,sparse@0.15,0,fgnn_faq,8,0.92,813.0
ER-Reg,sparse@0.15,0,fgnn_faq,9,0.938,818.0
ER-Reg,sparse@0.15,0,fgnn_faq,10,0.958,879.0
ER-Reg,sparse@0.15,0,fgnn_faq,11,0.96,823.0
ER-Reg,sparse@0.15,0,fgnn_faq,12,0.944,848.0
ER-Reg,sparse@0.15,0,fgnn_faq,13,0.94,863.0
ER-Reg,sparse@0.15,0,fgnn_faq,14,0.942,868.0
ER-Reg,sparse@0.15,0,fgnn_faq,15,0.928,854.0
ER-Reg,sparse@0.15,0,fgnn_faq,16,0.878,776.0
ER-Reg,sparse@0.15,0,fgnn_faq,17,0.946,799.0
ER-Reg,sparse@0.15,0,fgnn_faq,18,0.612,645.0
ER-Reg,sparse@0.15,0,fgnn_faq,19,0.938,833.0
ER-Reg,sparse@0.15,0,fgnn_faq,20,0.95,860.0
ER-Reg,sparse@0.15,0,fgnn_faq,21,0.948,849.0
ER-Reg,sparse@0.15,0,fgnn_faq,22,0.928,852.0
ER-Reg,sparse@0.15,0,fgnn_faq,23,0.946,885.0
ER-Reg,sparse@0.15,0,fgnn_faq,24,0.946,878.0
ER-Reg,sparse@0.15,0,fgnn_faq,25,0.946,834.0
ER-Reg,sparse@0.15,0,fgnn_faq,26,0.974,886.0
ER-Reg,sparse@0.15,0,fgnn_faq,27,0.948,799.0
ER-Reg,sparse@0.15,0,fgnn_faq,28,0.942,845.0
ER-Reg,sparse@0.15,0,fgnn_faq,29,0.908,775.0
ER-Reg,sparse@0.15,0,chfgnn_proj,0,0.956,871.0
ER-Reg,sparse@0.15,0,chfgnn_proj,1,0.962,866.0
ER-Reg,sparse@0.15,0,chfgnn_proj,2,0.958,829.0
ER-Reg,sparse@0.15,0,chfgnn_proj,3,0.924,832.0
ER-Reg,sparse@0.15,0,chfgnn_proj,4,0.946,844.0
ER-Reg,sparse@0.15,0,chfgnn_proj,5,0.958,839.0
ER-Reg,sparse@0.15,0,chfgnn_proj,6,0.95,806.0
ER-Reg,sparse@0.15,0,chfgnn_proj,7,0.928,869.0
ER-Reg,sparse@0.15,0,chfgnn_proj,8,0.94,817.0
ER-Reg,sparse@0.15,0,chfgnn_proj,9,0.926,812.0
ER-Reg,sparse@0.15,0,chfgnn_proj,10,0.97,880.0
ER-Reg,sparse@0.15,0,chfgnn_proj,11,0.954,825.0
ER-Reg,sparse@0.15,0,chfgnn_proj,12,0.936,842.0
ER-Reg,sparse@0.15,0,chfgnn_proj,13,0.944,864.0
ER-Reg,sparse@0.15,0,chfgnn_proj,14,0.936,866.0
ER-Reg,sparse@0.15,0,chfgnn_proj,15,0.924,848.0
ER-Reg,sparse@0.15,0,chfgnn_proj,16,0.938,787.0
ER-Reg,sparse@0.15,0,chfgnn_proj,17,0.96,801.0
ER-Reg,sparse@0.15,0,chfgnn_proj,18,0.926,794.0
ER-Reg,sparse@0.15,0,chfgnn_proj,19,0.938,831.0
ER-Reg,sparse@0.15,0,chfgnn_proj,20,0.944,852.0
ER-Reg,sparse@0.15,0,chfgnn_proj,21,0.96,858.0
ER-Reg,sparse@0.15,0,chfgnn_proj,22,0.95,856.0
ER-Reg,sparse@0.15,0,chfgnn_proj,23,0.952,886.0
ER-Reg,sparse@0.15,0,chfgnn_proj,24,0.954,877.0
ER-Reg,sparse@0.15,0,chfgnn_proj,25,0.95,831.0
ER-Reg,sparse@0.15,0,chfgnn_proj,26,0.968,885.0
ER-Reg,sparse@0.15,0,chfgnn_proj,27,0.942,795.0
ER-Reg,sparse@0.15,0,chfgnn_proj,28,0.952,848.0
ER-Reg,sparse@0.15,0,chfgnn_proj,29,0.928,781.0
ER-Reg,sparse@0.15,0,chfgnn_faq,0,0.966,876.0
ER-Reg,sparse@0.15,0,chfgnn_faq,1,0.966,872.0
ER-Reg,sparse@0.15,0,chfgnn_faq,2,0.962,830.0
ER-Reg,sparse@0.15,0,chfgnn_faq,3,0.932,838.0
ER-Reg,sparse@0.15,0,chfgnn_faq,4,0.954,847.0
ER-Reg,sparse@0.15,0,chfgnn_faq,5,0.956,842.0
ER-Reg,sparse@0.15,0,chfgnn_faq,6,0.946,809.0
ER-Reg,sparse@0.15,0,chfgnn_faq,7,0.932,872.0
ER-Reg,sparse@0.15,0,chfgnn_faq,8,0.948,825.0
ER-Reg,sparse@0.15,0,chfgnn_faq,9,0.938,818.0
ER-Reg,sparse@0.15,0,chfgnn_faq,10,0.962,880.0
ER-Reg,sparse@0.15,0,chfgnn_faq,11,0.966,827.0
ER-Reg,sparse@0.15,0,chfgnn_faq,12,0.944,847.0
ER-Reg,sparse@0.15,0,chfgnn_faq,13,0.944,864.0
ER-Reg,sparse@0.15,0,chfgnn_faq,14,0.944,868.0
ER-Reg,sparse@0.15,0,chfgnn_faq,15,0.932,854.0
ER-Reg,sparse@0.15,0,chfgnn_faq,16,0.936,795.0
ER-Reg,sparse@0.15,0,chfgnn_faq,17,0.958,802.0
ER-Reg,sparse@0.15,0,chfgnn_faq,18,0.918,800.0
ER-Reg,sparse@0.15,0,chfgnn_faq,19,0.956,835.0
ER-Reg,sparse@0.15,0,chfgnn_faq,20,0.958,864.0
ER-Reg,sparse@0.15,0,chfgnn_faq,21,0.964,858.0
ER-Reg,sparse@0.15,0,chfgnn_faq,22,0.946,857.0
ER-Reg,sparse@0.15,0,chfgnn_faq,23,0.96,888.0
ER-Reg,sparse@0.15,0,chfgnn_faq,24,0.958,881.0
ER-Reg,sparse@0.15,0,chfgnn_faq,25,0.948,835.0
ER-Reg,sparse@0.15,0,chfgnn_faq,26,0.974,886.0
ER-Reg,sparse@0.15,0,chfgnn_faq,27,0.948,799.0
ER-Reg,sparse@0.15,0,chfgnn_faq,28,0.958,849.0
ER-Reg,sparse@0.15,0,chfgnn_faq,29,0.944,786.0
ER-Reg,sparse@0.2,0,proj_dcx,0,0.366,301.0
ER-Reg,sparse@0.2,0,proj_dcx,1,0.436,334.0
ER-Reg,sparse@0.2,0,proj_dcx,2,0.172,164.0
ER-Reg,sparse@0.2,0,proj_dcx,3,0.132,153.0
ER-Reg,sparse@0.2,0,proj_dcx,4,0.204,189.0
ER-Reg,sparse@0.2,0,proj_dcx,5,0.14,151.0
ER-Reg,sparse@0.2,0,proj_dcx,6,0.268,203.0
ER-Reg,sparse@0.2,0,proj_dcx,7,0.206,169.0
ER-Reg,sparse@0.2,0,proj_dcx,8,0.192,191.0
ER-Reg,sparse@0.2,0,proj_dcx,9,0.206,182.0
ER-Reg,sparse@0.2,0,proj_dcx,10,0.316,270.0
ER-Reg,sparse@0.2,0,proj_dcx,11,0.342,268.0
ER-Reg,sparse@0.2,0,proj_dcx,12,0.134,140.0
ER-Reg,sparse@0.2,0,proj_dcx,13,0.288,225.0
ER-Reg,sparse@0.2,0,proj_dcx,14,0.088,130.0
ER-Reg,sparse@0.2,0,proj_dcx,15,0.214,206.0
ER-Reg,sparse@0.2,0,proj_dcx,16,0.18,148.0
ER-Reg,sparse@0.2,0,proj_dcx,17,0.168,153.0
ER-Reg,sparse@0.2,0,proj_dcx,18,0.106,127.0
ER-Reg,sparse@0.2,0,proj_dcx,19,0.294,220.0
ER-Reg,sparse@0.2,0,proj_dcx,20,0.254,219.0
ER-Reg,sparse@0.2,0,proj_dcx,21,0.182,178.0
ER-Reg,sparse@0.2,0,proj_dcx,22,0.228,176.0
ER-Reg,sparse@0.2,0,proj_dcx,23,0.208,187.0
ER-Reg,sparse@0.2,0,proj_dcx,24,0.262,220.0
ER-Reg,sparse@0.2,0,proj_dcx,25,0.262,226.0
ER-Reg,sparse@0.2,0,proj_dcx,26,0.276,231.0
ER-Reg,sparse@0.2,0,proj_dcx,27,0.154,168.0
ER-Reg,sparse@0.2,0,proj_dcx,28,0.126,118.0
ER-Reg,sparse@0.2,0,proj_dcx,29,0.258,191.0
ER-Reg,sparse@0.2,0,faq_dcx,0,0.894,808.0
ER-Reg,sparse@0.2,0,faq_dcx,1,0.958,818.0
ER-Reg,sparse@0.2,0,faq_dcx,2,0.442,594.0
ER-Reg,sparse@0.2,0,faq_dcx,3,0.216,514.0
ER-Reg,sparse@0.2,0,faq_dcx,4,0.83,760.0
ER-Reg,sparse@0.2,0,faq_dcx,5,0.24,538.0
ER-Reg,sparse@0.2,0,faq_dcx,6,0.89,760.0
ER-Reg,sparse@0.2,0,faq_dcx,7,0.896,822.0
ER-Reg,sparse@0.2,0,faq_dcx,8,0.346,553.0
ER-Reg,sparse@0.2,0,faq_dcx,9,0.654,661.0
ER-Reg,sparse@0.2,0,faq_dcx,10,0.942,828.0
ER-Reg,sparse@0.2,0,faq_dcx,11,0.904,768.0
ER-Reg,sparse@0.2,0,faq_dcx,12,0.192,497.0
ER-Reg,sparse@0.2,0,faq_dcx,13,0.866,796.0
ER-Reg,sparse@0.2,0,faq_dcx,14,0.078,490.0
ER-Reg,sparse@0.2,0,faq_dcx,15,0.898,793.0
ER-Reg,sparse@0.2,0,faq_dcx,16,0.186,484.0
ER-Reg,sparse@0.2,0,faq_dcx,17,0.162,493.0
ER-Reg,sparse@0.2,0,faq_dcx,18,0.204,510.0
ER-Reg,sparse@0.2,0,faq_dcx,19,0.906,785.0
ER-Reg,sparse@0.2,0,faq_dcx,20,0.792,747.0
ER-Reg,sparse@0.2,0,faq_dcx,21,0.722,715.0
ER-Reg,sparse@0.2,0,faq_dcx,22,0.904,800.0
ER-Reg,sparse@0.2,0,faq_dcx,23,0.928,827.0
ER-Reg,sparse@0.2,0,faq_dcx,24,0.928,838.0
ER-Reg,sparse@0.2,0,faq_dcx,25,0.888,775.0
ER-Reg,sparse@0.2,0,faq_dcx,26,0.942,830.0
ER-Reg,sparse@0.2,0,faq_dcx,27,0.234,503.0
ER-Reg,sparse@0.2,0,faq_dcx,28,0.276,528.0
ER-Reg,sparse@0.2,0,faq_dcx,29,0.734,668.0
ER-Reg,sparse@0.2,0,fgnn_proj,0,0.23,200.0
ER-Reg,sparse@0.2,0,fgnn_proj,1,0.184,148.0
ER-Reg,sparse@0.2,0,fgnn_proj,2,0.066,93.0
ER-Reg,sparse@0.2,0,fgnn_proj,3,0.1,104.0
ER-Reg,sparse@0.2,0,fgnn_proj,4,0.076,120.0
ER-Reg,sparse@0.2,0,fgnn_proj,5,0.08,83.0
ER-Reg,sparse@0.2,0,fgnn_proj,6,0.134,91.0
ER-Reg,sparse@0.2,0,fgnn_proj,7,0.08,96.0
ER-Reg,sparse@0.2,0,fgnn_proj,8,0.106,88.0
ER-Reg,sparse@0.2,0,fgnn_proj,9,0.11,131.0
ER-Reg,sparse@0.2,0,fgnn_proj,10,0.144,145.0
ER-Reg,sparse@0.2,0,fgnn_proj,11,0.144,127.0
ER-Reg,sparse@0.2,0,fgnn_proj,12,0.092,99.0
ER-Reg,sparse@0.2,0,fgnn_proj,13,0.178,142.0
ER-Reg,sparse@0.2,0,fgnn_proj,14,0.108,93.0
ER-Reg,sparse@0.2,0,fgnn_proj,15,0.102,90.0
ER-Reg,sparse@0.2,0,fgnn_proj,16,0.07,88.0
ER-Reg,sparse@0.2,0,fgnn_proj,17,0.114,105.0
ER-Reg,sparse@0.2,0,fgnn_proj,18,0.08,92.0
ER-Reg,sparse@0.2,0,fgnn_proj,19,0.134,107.0
ER-Reg,sparse@0.2,0,fgnn_proj,20,0.13,127.0
ER-Reg,sparse@0.2,0,fgnn_proj,21,0.114,108.0
ER-Reg,sparse@0.2,0,fgnn_proj,22,0.146,113.0
ER-Reg,sparse@0.2,0,fgnn_proj,23,0.136,118.0
ER-Reg,sparse@0.2,0,fgnn_proj,24,0.12,111.0
