table,cell,seed,method,sample,acc,nce
ER-Reg,sparse@0.3,0,chfgnn_proj,4,0.188,292.0
ER-Reg,sparse@0.3,0,chfgnn_proj,5,0.014,281.0
ER-Reg,sparse@0.3,0,chfgnn_proj,6,0.766,648.0
ER-Reg,sparse@0.3,0,chfgnn_proj,7,0.022,250.0
ER-Reg,sparse@0.3,0,chfgnn_proj,8,0.012,261.0
ER-Reg,sparse@0.3,0,chfgnn_proj,9,0.274,327.0
ER-Reg,sparse@0.3,0,chfgnn_proj,10,0.856,719.0
ER-Reg,sparse@0.3,0,chfgnn_proj,11,0.644,581.0
ER-Reg,sparse@0.3,0,chfgnn_proj,12,0.78,677.0
ER-Reg,sparse@0.3,0,chfgnn_proj,13,0.806,697.0
ER-Reg,sparse@0.3,0,chfgnn_proj,14,0.018,290.0
ER-Reg,sparse@0.3,0,chfgnn_proj,15,0.604,549.0
ER-Reg,sparse@0.3,0,chfgnn_proj,16,0.01,288.0
ER-Reg,sparse@0.3,0,chfgnn_proj,17,0.672,593.0
ER-Reg,sparse@0.3,0,chfgnn_proj,18,0.448,456.0
ER-Reg,sparse@0.3,0,chfgnn_proj,19,0.018,225.0
ER-Reg,sparse@0.3,0,chfgnn_proj,20,0.782,661.0
ER-Reg,sparse@0.3,0,chfgnn_proj,21,0.694,632.0
ER-Reg,sparse@0.3,0,chfgnn_proj,22,0.086,268.0
ER-Reg,sparse@0.3,0,chfgnn_proj,23,0.28,373.0
ER-Reg,sparse@0.3,0,chfgnn_proj,24,0.246,330.0
ER-Reg,sparse@0.3,0,chfgnn_proj,25,0.736,634.0
ER-Reg,sparse@0.3,0,chfgnn_proj,26,0.722,615.0
ER-Reg,sparse@0.3,0,chfgnn_proj,27,0.014,255.0
ER-Reg,sparse@0.3,0,chfgnn_proj,28,0.026,264.0
ER-Reg,sparse@0.3,0,chfgnn_proj,29,0.648,551.0
ER-Reg,sparse@0.3,0,chfgnn_faq,0,0.836,719.0
ER-Reg,sparse@0.3,0,chfgnn_faq,1,0.768,688.0
ER-Reg,sparse@0.3,0,chfgnn_faq,2,0.0,501.0
ER-Reg,sparse@0.3,0,chfgnn_faq,3,0.014,519.0
ER-Reg,sparse@0.3,0,chfgnn_faq,4,0.224,533.0
ER-Reg,sparse@0.3,0,chfgnn_faq,5,0.012,509.0
ER-Reg,sparse@0.3,0,chfgnn_faq,6,0.826,698.0
ER-Reg,sparse@0.3,0,chfgnn_faq,7,0.028,511.0
ER-Reg,sparse@0.3,0,chfgnn_faq,8,0.012,514.0
ER-Reg,sparse@0.3,0,chfgnn_faq,9,0.332,563.0
ER-Reg,sparse@0.3,0,chfgnn_faq,10,0.894,741.0
ER-Reg,sparse@0.3,0,chfgnn_faq,11,0.704,655.0
ER-Reg,sparse@0.3,0,chfgnn_faq,12,0.838,705.0
ER-Reg,sparse@0.3,0,chfgnn_faq,13,0.848,717.0
ER-Reg,sparse@0.3,0,chfgnn_faq,14,0.012,532.0
ER-Reg,sparse@0.3,0,chfgnn_faq,15,0.738,678.0
ER-Reg,sparse@0.3,0,chfgnn_faq,16,0.006,519.0
ER-Reg,sparse@0.3,0,chfgnn_faq,17,0.73,663.0
ER-Reg,sparse@0.3,0,chfgnn_faq,18,0.534,599.0
ER-Reg,sparse@0.3,0,chfgnn_faq,19,0.018,504.0
ER-Reg,sparse@0.3,0,chfgnn_faq,20,0.846,719.0
ER-Reg,sparse@0.3,0,chfgnn_faq,21,0.76,690.0
ER-Reg,sparse@0.3,0,chfgnn_faq,22,0.076,526.0
ER-Reg,sparse@0.3,0,chfgnn_faq,23,0.43,612.0
ER-Reg,sparse@0.3,0,chfgnn_faq,24,0.326,575.0
ER-Reg,sparse@0.3,0,chfgnn_faq,25,0.798,688.0
ER-Reg,sparse@0.3,0,chfgnn_faq,26,0.816,699.0
ER-Reg,sparse@0.3,0,chfgnn_faq,27,0.012,504.0
ER-Reg,sparse@0.3,0,chfgnn_faq,28,0.022,524.0
ER-Reg,sparse@0.3,0,chfgnn_faq,29,0.734,643.0
ER-Reg,sparse@0.35,0,proj_dcx,0,0.026,119.0
ER-Reg,sparse@0.35,0,proj_dcx,1,0.028,112.0
ER-Reg,sparse@0.35,0,proj_dcx,2,0.014,121.0
ER-Reg,sparse@0.35,0,proj_dcx,3,0.022,107.0
ER-Reg,sparse@0.35,0,proj_dcx,4,0.014,113.0
ER-Reg,sparse@0.35,0,proj_dcx,5,0.03,98.0
ER-Reg,sparse@0.35,0,proj_dcx,6,0.026,124.0
ER-Reg,sparse@0.35,0,proj_dcx,7,0.014,115.0
ER-Reg,sparse@0.35,0,proj_dcx,8,0.014,121.0
ER-Reg,sparse@0.35,0,proj_dcx,9,0.03,119.0
ER-Reg,sparse@0.35,0,proj_dcx,10,0.016,124.0
ER-Reg,sparse@0.35,0,proj_dcx,11,0.032,112.0
ER-Reg,sparse@0.35,0,proj_dcx,12,0.026,105.0
ER-Reg,sparse@0.35,0,proj_dcx,13,0.03,126.0
ER-Reg,sparse@0.35,0,proj_dcx,14,0.016,129.0
ER-Reg,sparse@0.35,0,proj_dcx,15,0.018,117.0
ER-Reg,sparse@0.35,0,proj_dcx,16,0.022,123.0
ER-Reg,sparse@0.35,0,proj_dcx,17,0.016,128.0
ER-Reg,sparse@0.35,0,proj_dcx,18,0.006,115.0
ER-Reg,sparse@0.35,0,proj_dcx,19,0.018,105.0
ER-Reg,sparse@0.35,0,proj_dcx,20,0.024,118.0
ER-Reg,sparse@0.35,0,proj_dcx,21,0.026,126.0
ER-Reg,sparse@0.35,0,proj_dcx,22,0.02,98.0
ER-Reg,sparse@0.35,0,proj_dcx,23,0.014,116.0
ER-Reg,sparse@0.35,0,proj_dcx,24,0.006,124.0
ER-Reg,sparse@0.35,0,proj_dcx,25,0.034,119.0
ER-Reg,sparse@0.35,0,proj_dcx,26,0.02,128.0
ER-Reg,sparse@0.35,0,proj_dcx,27,0.006,102.0
ER-Reg,sparse@0.35,0,proj_dcx,28,0.02,122.0
ER-Reg,sparse@0.35,0,proj_dcx,29,0.026,114.0
ER-Reg,sparse@0.35,0,faq_dcx,0,0.012,481.0
ER-Reg,sparse@0.35,0,faq_dcx,1,0.028,481.0
ER-Reg,sparse@0.35,0,faq_dcx,2,0.018,480.0
ER-Reg,sparse@0.35,0,faq_dcx,3,0.002,495.0
ER-Reg,sparse@0.35,0,faq_dcx,4,0.008,484.0
ER-Reg,sparse@0.35,0,faq_dcx,5,0.04,482.0
ER-Reg,sparse@0.35,0,faq_dcx,6,0.026,474.0
ER-Reg,sparse@0.35,0,faq_dcx,7,0.006,504.0
ER-Reg,sparse@0.35,0,faq_dcx,8,0.006,475.0
ER-Reg,sparse@0.35,0,faq_dcx,9,0.022,474.0
ER-Reg,sparse@0.35,0,faq_dcx,10,0.014,479.0
ER-Reg,sparse@0.35,0,faq_dcx,11,0.018,476.0
ER-Reg,sparse@0.35,0,faq_dcx,12,0.014,482.0
ER-Reg,sparse@0.35,0,faq_dcx,13,0.03,488.0
ER-Reg,sparse@0.35,0,faq_dcx,14,0.006,489.0
ER-Reg,sparse@0.35,0,faq_dcx,15,0.01,489.0
ER-Reg,sparse@0.35,0,faq_dcx,16,0.024,475.0
ER-Reg,sparse@0.35,0,faq_dcx,17,0.008,477.0
ER-Reg,sparse@0.35,0,faq_dcx,18,0.006,468.0
ER-Reg,sparse@0.35,0,faq_dcx,19,0.014,467.0
ER-Reg,sparse@0.35,0,faq_dcx,20,0.022,484.0
ER-Reg,sparse@0.35,0,faq_dcx,21,0.01,489.0
ER-Reg,sparse@0.35,0,faq_dcx,22,0.01,486.0
ER-Reg,sparse@0.35,0,faq_dcx,23,0.014,500.0
ER-Reg,sparse@0.35,0,faq_dcx,24,0.01,482.0
ER-Reg,sparse@0.35,0,faq_dcx,25,0.016,481.0
ER-Reg,sparse@0.35,0,faq_dcx,26,0.016,483.0
ER-Reg,sparse@0.35,0,faq_dcx,27,0.002,458.0
ER-Reg,sparse@0.35,0,faq_dcx,28,0.014,479.0
ER-Reg,sparse@0.35,0,faq_dcx,29,0.016,464.0
ER-Reg,sparse@0.35,0,fgnn_proj,0,0.026,88.0
ER-Reg,sparse@0.35,0,fgnn_proj,1,0.032,85.0
ER-Reg,sparse@0.35,0,fgnn_proj,2,0.02,100.0
ER-Reg,sparse@0.35,0,fgnn_proj,3,0.028,84.0
ER-Reg,sparse@0.35,0,fgnn_proj,4,0.034,95.0
ER-Reg,sparse@0.35,0,fgnn_proj,5,0.016,90.0
ER-Reg,sparse@0.35,0,fgnn_proj,6,0.024,79.0
ER-Reg,sparse@0.35,0,fgnn_proj,7,0.016,81.0
ER-Reg,sparse@0.35,0,fgnn_proj,8,0.014,74.0
ER-Reg,sparse@0.35,0,fgnn_proj,9,0.02,80.0
ER-Reg,sparse@0.35,0,fgnn_proj,10,0.024,70.0
ER-Reg,sparse@0.35,0,fgnn_proj,11,0.026,81.0
ER-Reg,sparse@0.35,0,fgnn_proj,12,0.032,88.0
ER-Reg,sparse@0.35,0,fgnn_proj,13,0.028,86.0
ER-Reg,sparse@0.35,0,fgnn_proj,14,0.016,89.0
ER-Reg,sparse@0.35,0,fgnn_proj,15,0.04,86.0
ER-Reg,sparse@0.35,0,fgnn_proj,16,0.014,67.0
ER-Reg,sparse@0.35,0,fgnn_proj,17,0.022,91.0
ER-Reg,sparse@0.35,0,fgnn_proj,18,0.014,82.0
ER-Reg,sparse@0.35,0,fgnn_proj,19,0.016,79.0
ER-Reg,sparse@0.35,0,fgnn_proj,20,0.032,72.0
ER-Reg,sparse@0.35,0,fgnn_proj,21,0.028,76.0
ER-Reg,sparse@0.35,0,fgnn_proj,22,0.014,79.0
ER-Reg,sparse@0.35,0,fgnn_proj,23,0.01,71.0
ER-Reg,sparse@0.35,0,fgnn_proj,24,0.01,83.0
ER-Reg,sparse@0.35,0,fgnn_proj,25,0.048,83.0
ER-Reg,sparse@0.35,0,fgnn_proj,26,0.024,74.0
ER-Reg,sparse@0.35,0,fgnn_proj,27,0.01,70.0
ER-Reg,sparse@0.35,0,fgnn_proj,28,0.032,95.0
ER-Reg,sparse@0.35,0,fgnn_proj,29,0.04,85.0
ER-Reg,sparse@0.35,0,fgnn_faq,0,0.002,497.0
ER-Reg,sparse@0.35,0,fgnn_faq,1,0.038,476.0
ER-Reg,sparse@0.35,0,fgnn_faq,2,0.012,473.0
ER-Reg,sparse@0.35,0,fgnn_faq,3,0.024,489.0
ER-Reg,sparse@0.35,0,fgnn_faq,4,0.036,477.0
ER-Reg,sparse@0.35,0,fgnn_faq,5,0.004,482.0
ER-Reg,sparse@0.35,0,fgnn_faq,6,0.004,475.0
ER-Reg,sparse@0.35,0,fgnn_faq,7,0.014,492.0
ER-Reg,sparse@0.35,0,fgnn_faq,8,0.014,465.0
ER-Reg,sparse@0.35,0,fgnn_faq,9,0.014,472.0
ER-Reg,sparse@0.35,0,fgnn_faq,10,0.014,494.0
ER-Reg,sparse@0.35,0,fgnn_faq,11,0.022,481.0
ER-Reg,sparse@0.35,0,fgnn_faq,12,0.032,485.0
ER-Reg,sparse@0.35,0,fgnn_faq,13,0.022,489.0
ER-Reg,sparse@0.35,0,fgnn_faq,14,0.016,496.0
ER-Reg,sparse@0.35,0,fgnn_faq,15,0.034,470.0
ER-Reg,sparse@0.35,0,fgnn_faq,16,0.012,437.0
ER-Reg,sparse@0.35,0,fgnn_faq,17,0.022,470.0
ER-Reg,sparse@0.35,0,fgnn_faq,18,0.016,469.0
ER-Reg,sparse@0.35,0,fgnn_faq,19,0.01,487.0
ER-Reg,sparse@0.35,0,fgnn_faq,20,0.022,491.0
ER-Reg,sparse@0.35,0,fgnn_faq,21,0.028,479.0
ER-Reg,sparse@0.35,0,fgnn_faq,22,0.008,487.0
ER-Reg,sparse@0.35,0,fgnn_faq,23,0.016,488.0
ER-Reg,sparse@0.35,0,fgnn_faq,24,0.004,486.0
ER-Reg,sparse@0.35,0,fgnn_faq,25,0.05,491.0
ER-Reg,sparse@0.35,0,fgnn_faq,26,0.018,494.0
ER-Reg,sparse@0.35,0,fgnn_faq,27,0.0,462.0
ER-Reg,sparse@0.35,0,fgnn_faq,28,0.024,486.0
ER-Reg,sparse@0.35,0,fgnn_faq,29,0.028,466.0
ER-Reg,sparse@0.35,0,chfgnn_proj,0,0.016,247.0
ER-Reg,sparse@0.35,0,chfgnn_proj,1,0.126,285.0
ER-Reg,sparse@0.35,0,chfgnn_proj,2,0.004,255.0
ER-Reg,sparse@0.35,0,chfgnn_proj,3,0.006,271.0
ER-Reg,sparse@0.35,0,chfgnn_proj,4,0.022,277.0
ER-Reg,sparse@0.35,0,chfgnn_proj,5,0.016,249.0
ER-Reg,sparse@0.35,0,chfgnn_proj,6,0.052,292.0
ER-Reg,sparse@0.35,0,chfgnn_proj,7,0.022,268.0
ER-Reg,sparse@0.35,0,chfgnn_proj,8,0.02,258.0
ER-Reg,sparse@0.35,0,chfgnn_proj,9,0.026,220.0
ER-Reg,sparse@0.35,0,chfgnn_proj,10,0.018,248.0
ER-Reg,sparse@0.35,0,chfgnn_proj,11,0.062,324.0
ER-Reg,sparse@0.35,0,chfgnn_proj,12,0.02,249.0
ER-Reg,sparse@0.35,0,chfgnn_proj,13,0.01,241.0
ER-Reg,sparse@0.35,0,chfgnn_proj,14,0.01,286.0
ER-Reg,sparse@0.35,0,chfgnn_proj,15,0.076,285.0
ER-Reg,sparse@0.35,0,chfgnn_proj,16,0.012,220.0
ER-Reg,sparse@0.35,0,chfgnn_proj,17,0.05,305.0
ER-Reg,sparse@0.35,0,chfgnn_proj,18,0.006,253.0
ER-Reg,sparse@0.35,0,chfgnn_proj,19,0.008,206.0
ER-Reg,sparse@0.35,0,chfgnn_proj,20,0.06,245.0
ER-Reg,sparse@0.35,0,chfgnn_proj,21,0.008,256.0
ER-Reg,sparse@0.35,0,chfgnn_proj,22,0.004,214.0
ER-Reg,sparse@0.35,0,chfgnn_proj,23,0.008,237.0
ER-Reg,sparse@0.35,0,chfgnn_proj,24,0.006,255.0
ER-Reg,sparse@0.35,0,chfgnn_proj,25,0.066,300.0
ER-Reg,sparse@0.35,0,chfgnn_proj,26,0.024,218.0
ER-Reg,sparse@0.35,0,chfgnn_proj,27,0.006,208.0
ER-Reg,sparse@0.35,0,chfgnn_proj,28,0.196,308.0
ER-Reg,sparse@0.35,0,chfgnn_proj,29,0.082,337.0
ER-Reg,sparse@0.35,0,chfgnn_faq,0,0.016,518.0
ER-Reg,sparse@0.35,0,chfgnn_faq,1,0.136,524.0
ER-Reg,sparse@0.35,0,chfgnn_faq,2,0.004,508.0
ER-Reg,sparse@0.35,0,chfgnn_faq,3,0.01,525.0
ER-Reg,sparse@0.35,0,chfgnn_faq,4,0.008,528.0
ER-Reg,sparse@0.35,0,chfgnn_faq,5,0.016,520.0
ER-Reg,sparse@0.35,0,chfgnn_faq,6,0.04,520.0
ER-Reg,sparse@0.35,0,chfgnn_faq,7,0.014,527.0
ER-Reg,sparse@0.35,0,chfgnn_faq,8,0.014,516.0
ER-Reg,sparse@0.35,0,chfgnn_faq,9,0.02,510.0
ER-Reg,sparse@0.35,0,chfgnn_faq,10,0.01,515.0
ER-Reg,sparse@0.35,0,chfgnn_faq,11,0.078,523.0
ER-Reg,sparse@0.35,0,chfgnn_faq,12,0.01,510.0
ER-Reg,sparse@0.35,0,chfgnn_faq,13,0.01,523.0
ER-Reg,sparse@0.35,0,chfgnn_faq,14,0.01,533.0
ER-Reg,sparse@0.35,0,chfgnn_faq,15,0.072,515.0
ER-Reg,sparse@0.35,0,chfgnn_faq,16,0.016,500.0
ER-Reg,sparse@0.35,0,chfgnn_faq,17,0.042,515.0
ER-Reg,sparse@0.35,0,chfgnn_faq,18,0.002,503.0
ER-Reg,sparse@0.35,0,chfgnn_faq,19,0.004,502.0
ER-Reg,sparse@0.35,0,chfgnn_faq,20,0.06,535.0
ER-Reg,sparse@0.35,0,chfgnn_faq,21,0.004,516.0
ER-Reg,sparse@0.35,0,chfgnn_faq,22,0.0,522.0
ER-Reg,sparse@0.35,0,chfgnn_faq,23,0.006,535.0
ER-Reg,sparse@0.35,0,chfgnn_faq,24,0.002,527.0
ER-Reg,sparse@0.35,0,chfgnn_faq,25,0.076,523.0
ER-Reg,sparse@0.35,0,chfgnn_faq,26,0.014,524.0
ER-Reg,sparse@0.35,0,chfgnn_faq,27,0.0,504.0
ER-Reg,sparse@0.35,0,chfgnn_faq,28,0.208,549.0
ER-Reg,sparse@0.35,0,chfgnn_faq,29,0.086,528.0
ER-Reg,dense@0,0,proj_dcx,0,1.0,19968.0
ER-Reg,dense@0,0,proj_dcx,1,1.0,20005.0
ER-Reg,dense@0,0,proj_dcx,2,1.0,19860.0
ER-Reg,dense@0,0,proj_dcx,3,1.0,19769.0
ER-Reg,dense@0,0,proj_dcx,4,1.0,20026.0
ER-Reg,dense@0,0,proj_dcx,5,1.0,19979.0
ER-Reg,dense@0,0,proj_dcx,6,1.0,19971.0
ER-Reg,dense@0,0,proj_dcx,7,1.0,19893.0
ER-Reg,dense@0,0,proj_dcx,8,1.0,19821.0
ER-Reg,dense@0,0,proj_dcx,9,1.0,19770.0
ER-Reg,dense@0,0,faq_dcx,0,1.0,19968.0
ER-Reg,dense@0,0,faq_dcx,1,1.0,20005.0
ER-Reg,dense@0,0,faq_dcx,2,1.0,19860.0
ER-Reg,dense@0,0,faq_dcx,3,1.0,19769.0
ER-Reg,dense@0,0,faq_dcx,4,1.0,20026.0
ER-Reg,dense@0,0,faq_dcx,5,1.0,19979.0
ER-Reg,dense@0,0,faq_dcx,6,1.0,19971.0
ER-Reg,dense@0,0,faq_dcx,7,1.0,19893.0
ER-Reg,dense@0,0,faq_dcx,8,1.0,19821.0
ER-Reg,dense@0,0,faq_dcx,9,1.0,19770.0
ER-Reg,dense@0,0,fgnn_proj,0,1.0,19968.0
ER-Reg,dense@0,0,fgnn_proj,1,1.0,20005.0
ER-Reg,dense@0,0,fgnn_proj,2,1.0,19860.0
ER-Reg,dense@0,0,fgnn_proj,3,1.0,19769.0
ER-Reg,dense@0,0,fgnn_proj,4,1.0,20026.0
ER-Reg,dense@0,0,fgnn_proj,5,1.0,19979.0
ER-Reg,dense@0,0,fgnn_proj,6,1.0,19971.0
ER-Reg,dense@0,0,fgnn_proj,7,1.0,19893.0
ER-Reg,dense@0,0,fgnn_proj,8,1.0,19821.0
ER-Reg,dense@0,0,fgnn_proj,9,1.0,19770.0
ER-Reg,dense@0,0,fgnn_faq,0,1.0,19968.0
ER-Reg,dense@0,0,fgnn_faq,1,1.0,20005.0
ER-Reg,dense@0,0,fgnn_faq,2,1.0,19860.0
ER-Reg,dense@0,0,fgnn_faq,3,1.0,19769.0
ER-Reg,dense@0,0,fgnn_faq,4,1.0,20026.0
ER-Reg,dense@0,0,fgnn_faq,5,1.0,19979.0
ER-Reg,dense@0,0,fgnn_faq,6,1.0,19971.0
ER-Reg,dense@0,0,fgnn_faq,7,1.0,19893.0
ER-Reg,dense@0,0,fgnn_faq,8,1.0,19821.0
ER-Reg,dense@0,0,fgnn_faq,9,1.0,19770.0
ER-Reg,dense@0,0,chfgnn_proj,0,1.0,19968.0
ER-Reg,dense@0,0,chfgnn_proj,1,1.0,20005.0
ER-Reg,dense@0,0,chfgnn_proj,2,1.0,19860.0
ER-Reg,dense@0,0,chfgnn_proj,3,1.0,19769.0
ER-Reg,dense@0,0,chfgnn_proj,4,1.0,20026.0
ER-Reg,dense@0,0,chfgnn_proj,5,1.0,19979.0
ER-Reg,dense@0,0,chfgnn_proj,6,1.0,19971.0
ER-Reg,dense@0,0,chfgnn_proj,7,1.0,19893.0
ER-Reg,dense@0,0,chfgnn_proj,8,1.0,19821.0
ER-Reg,dense@0,0,chfgnn_proj,9,1.0,19770.0
ER-Reg,dense@0,0,chfgnn_faq,0,1.0,19968.0
ER-Reg,dense@0,0,chfgnn_faq,1,1.0,20005.0
ER-Reg,dense@0,0,chfgnn_faq,2,1.0,19860.0
ER-Reg,dense@0,0,chfgnn_faq,3,1.0,19769.0
ER-Reg,dense@0,0,chfgnn_faq,4,1.0,20026.0
ER-Reg,dense@0,0,chfgnn_faq,5,1.0,19979.0
ER-Reg,dense@0,0,chfgnn_faq,6,1.0,19971.0
ER-Reg,dense@0,0,chfgnn_faq,7,1.0,19893.0
ER-Reg,dense@0,0,chfgnn_faq,8,1.0,19821.0
ER-Reg,dense@0,0,chfgnn_faq,9,1.0,19770.0
ER-Reg,dense@0.05,0,proj_dcx,0,1.0,18994.0
ER-Reg,dense@0.05,0,proj_dcx,1,1.0,19019.0
ER-Reg,dense@0.05,0,proj_dcx,2,1.0,18824.0
ER-Reg,dense@0.05,0,proj_dcx,3,1.0,18767.0
ER-Reg,dense@0.05,0,proj_dcx,4,1.0,19045.0
ER-Reg,dense@0.05,0,proj_dcx,5,1.0,18953.0
ER-Reg,dense@0.05,0,proj_dcx,6,1.0,18977.0
ER-Reg,dense@0.05,0,proj_dcx,7,1.0,18884.0
ER-Reg,dense@0.05,0,proj_dcx,8,1.0,18790.0
ER-Reg,dense@0.05,0,proj_dcx,9,1.0,18784.0
ER-Reg,dense@0.05,0,faq_dcx,0,1.0,18994.0
ER-Reg,dense@0.05,0,faq_dcx,1,1.0,19019.0
ER-Reg,dense@0.05,0,faq_dcx,2,1.0,18824.0
ER-Reg,dense@0.05,0,faq_dcx,3,1.0,18767.0
ER-Reg,dense@0.05,0,faq_dcx,4,1.0,19045.0
ER-Reg,dense@0.05,0,faq_dcx,5,1.0,18953.0
ER-Reg,dense@0.05,0,faq_dcx,6,1.0,18977.0
ER-Reg,dense@0.05,0,faq_dcx,7,1.0,18884.0
ER-Reg,dense@0.05,0,faq_dcx,8,1.0,18790.0
ER-Reg,dense@0.05,0,faq_dcx,9,1.0,18784.0
ER-Reg,dense@0.05,0,fgnn_proj,0,0.996,18864.0
ER-Reg,dense@0.05,0,fgnn_proj,1,1.0,19019.0
ER-Reg,dense@0.05,0,fgnn_proj,2,0.988,18473.0
ER-Reg,dense@0.05,0,fgnn_proj,3,0.996,18643.0
ER-Reg,dense@0.05,0,fgnn_proj,4,0.992,18812.0
ER-Reg,dense@0.05,0,fgnn_proj,5,0.992,18710.0
ER-Reg,dense@0.05,0,fgnn_proj,6,0.99,18663.0
ER-Reg,dense@0.05,0,fgnn_proj,7,0.96,17696.0
ER-Reg,dense@0.05,0,fgnn_proj,8,0.992,18539.0
ER-Reg,dense@0.05,0,fgnn_proj,9,1.0,18784.0
ER-Reg,dense@0.05,0,fgnn_faq,0,1.0,18994.0
ER-Reg,dense@0.05,0,fgnn_faq,1,1.0,19019.0
ER-Reg,dense@0.05,0,fgnn_faq,2,1.0,18824.0
ER-Reg,dense@0.05,0,fgnn_faq,3,1.0,18767.0
ER-Reg,dense@0.05,0,fgnn_faq,4,1.0,19045.0
ER-Reg,dense@0.05,0,fgnn_faq,5,1.0,18953.0
ER-Reg,dense@0.05,0,fgnn_faq,6,1.0,18977.0
ER-Reg,dense@0.05,0,fgnn_faq,7,1.0,18884.0
ER-Reg,dense@0.05,0,fgnn_faq,8,1.0,18790.0
ER-Reg,dense@0.05,0,fgnn_faq,9,1.0,18784.0
ER-Reg,dense@0.05,0,chfgnn_proj,0,1.0,18994.0
ER-Reg,dense@0.05,0,chfgnn_proj,1,1.0,19019.0
ER-Reg,dense@0.05,0,chfgnn_proj,2,1.0,18824.0
ER-Reg,dense@0.05,0,chfgnn_proj,3,1.0,18767.0
ER-Reg,dense@0.05,0,chfgnn_proj,4,1.0,19045.0
ER-Reg,dense@0.05,0,chfgnn_proj,5,1.0,18953.0
ER-Reg,dense@0.05,0,chfgnn_proj,6,1.0,18977.0
ER-Reg,dense@0.05,0,chfgnn_proj,7,1.0,18884.0
ER-Reg,dense@0.05,0,chfgnn_proj,8,1.0,18790.0
ER-Reg,dense@0.05,0,chfgnn_proj,9,1.0,18784.0
ER-Reg,dense@0.05,0,chfgnn_faq,0,1.0,18994.0
ER-Reg,dense@0.05,0,chfgnn_faq,1,1.0,19019.0
ER-Reg,dense@0.05,0,chfgnn_faq,2,1.0,18824.0
ER-Reg,dense@0.05,0,chfgnn_faq,3,1.0,18767.0
ER-Reg,dense@0.05,0,chfgnn_faq,4,1.0,19045.0
ER-Reg,dense@0.05,0,chfgnn_faq,5,1.0,18953.0
ER-Reg,dense@0.05,0,chfgnn_faq,6,1.0,18977.0
ER-Reg,dense@0.05,0,chfgnn_faq,7,1.0,18884.0
ER-Reg,dense@0.05,0,chfgnn_faq,8,1.0,18790.0
ER-Reg,dense@0.05,0,chfgnn_faq,9,1.0,18784.0
ER-Reg,dense@0.1,0,proj_dcx,0,1.0,18011.0
ER-Reg,dense@0.1,0,proj_dcx,1,1.0,18009.0
ER-Reg,dense@0.1,0,proj_dcx,2,1.0,17802.0
ER-Reg,dense@0.1,0,proj_dcx,3,1.0,17777.0
ER-Reg,dense@0.1,0,proj_dcx,4,1.0,18043.0
ER-Reg,dense@0.1,0,proj_dcx,5,1.0,17916.0
ER-Reg,dense@0.1,0,proj_dcx,6,1.0,17908.0
ER-Reg,dense@0.1,0,proj_dcx,7,1.0,17915.0
ER-Reg,dense@0.1,0,proj_dcx,8,0.996,17664.0
ER-Reg,dense@0.1,0,proj_dcx,9,1.0,17780.0
ER-Reg,dense@0.1,0,faq_dcx,0,1.0,18011.0
ER-Reg,dense@0.1,0,faq_dcx,1,1.0,18009.0
ER-Reg,dense@0.1,0,faq_dcx,2,1.0,17802.0
ER-Reg,dense@0.1,0,faq_dcx,3,1.0,17777.0
ER-Reg,dense@0.1,0,faq_dcx,4,1.0,18043.0
ER-Reg,dense@0.1,0,faq_dcx,5,1.0,17916.0
ER-Reg,dense@0.1,0,faq_dcx,6,1.0,17908.0
ER-Reg,dense@0.1,0,faq_dcx,7,1.0,17915.0
ER-Reg,dense@0.1,0,faq_dcx,8,1.0,17804.0
ER-Reg,dense@0.1,0,faq_dcx,9,1.0,17780.0
ER-Reg,dense@0.1,0,fgnn_proj,0,0.554,7932.0
ER-Reg,dense@0.1,0,fgnn_proj,1,0.462,6539.0
ER-Reg,dense@0.1,0,fgnn_proj,2,0.462,6497.0
ER-Reg,dense@0.1,0,fgnn_proj,3,0.522,7322.0
ER-Reg,dense@0.1,0,fgnn_proj,4,0.532,7674.0
ER-Reg,dense@0.1,0,fgnn_proj,5,0.62,9055.0
ER-Reg,dense@0.1,0,fgnn_proj,6,0.528,7489.0
ER-Reg,dense@0.1,0,fgnn_proj,7,0.438,6151.0
ER-Reg,dense@0.1,0,fgnn_proj,8,0.378,5457.0
ER-Reg,dense@0.1,0,fgnn_proj,9,0.608,8815.0
ER-Reg,dense@0.1,0,fgnn_faq,0,1.0,18011.0
ER-Reg,dense@0.1,0,fgnn_faq,1,1.0,18009.0
ER-Reg,dense@0.1,0,fgnn_faq,2,1.0,17802.0
ER-Reg,dense@0.1,0,fgnn_faq,3,1.0,17777.0
ER-Reg,dense@0.1,0,fgnn_faq,4,1.0,18043.0
ER-Reg,dense@0.1,0,fgnn_faq,5,1.0,17916.0
ER-Reg,dense@0.1,0,fgnn_faq,6,1.0,17908.0
ER-Reg,dense@0.1,0,fgnn_faq,7,1.0,17915.0
ER-Reg,dense@0.1,0,fgnn_faq,8,1.0,17804.0
ER-Reg,dense@0.1,0,fgnn_faq,9,1.0,17780.0
ER-Reg,dense@0.1,0,chfgnn_proj,0,0.956,16744.0
ER-Reg,dense@0.1,0,chfgnn_proj,1,0.984,17575.0
ER-Reg,dense@0.1,0,chfgnn_proj,2,0.956,16591.0
ER-Reg,dense@0.1,0,chfgnn_proj,3,0.928,15841.0
ER-Reg,dense@0.1,0,chfgnn_proj,4,0.956,16831.0
